kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
llama2.1.sm_70.ptx 1846 : 76032 684288 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1844 : 76032 760320 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1842 : 76032 456192 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1838 : 76032 380160 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1837 : 76032 769600 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1831 : 76032 380160 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1830 : 76032 380160 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1828 : 76032 456192 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1827 : 76032 456192 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1821 : 76032 11613472 0 0 0 4752 2376 0 0 
llama2.1.sm_70.ptx 1820 : 76032 684288 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1818 : 76032 537152 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1814 : 76032 786432 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1811 : 76032 492320 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1810 : 76032 824128 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1809 : 76032 786464 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 63 : 56736 510624 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 55 : 56736 522240 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 48 : 100864 688576 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 46 : 100864 1090240 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 45 : 100864 1047328 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1769 : 28512 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1768 : 28512 171072 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1766 : 28512 114048 0 0 0 1782 1188 0 0 
llama2.1.sm_70.ptx 1764 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1759 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1732 : 21600 38880 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1722 : 21600 540000 0 900 900 0 0 0 0 
llama2.1.sm_70.ptx 1721 : 21600 194400 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1664 : 28512 199584 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1663 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1660 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1659 : 28512 251744 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1657 : 28512 280256 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1654 : 28512 142560 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1653 : 28512 85536 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1791 : 608256 3762432 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1648 : 28512 171072 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1645 : 608256 3663680 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1611 : 5202 26010 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1610 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1607 : 5202 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1606 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1605 : 5202 57222 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1604 : 5202 52020 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1603 : 5202 46818 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1602 : 5202 20808 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1601 : 5202 228888 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1600 : 5202 130050 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1596 : 5202 36414 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1595 : 5202 46818 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1594 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1593 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1592 : 5202 26010 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1590 : 5202 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1589 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1588 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1587 : 5202 46818 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1586 : 5202 780300 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1585 : 5202 52020 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1584 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1583 : 5202 26010 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1581 : 608256 3081990 0 0 0 0 0 0 594 
llama2.1.sm_70.ptx 1580 : 608256 18658400 0 19008 19008 0 0 0 0 
llama2.1.sm_70.ptx 1574 : 594 2376 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1569 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1568 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1567 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1566 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1565 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1564 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1563 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1562 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1561 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1560 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1559 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1558 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1557 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1556 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1555 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1554 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1553 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1552 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1551 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1550 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1549 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1548 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1547 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1546 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1545 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1544 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1543 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1542 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1541 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1540 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1539 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1538 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1537 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1536 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1535 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1534 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1533 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1532 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1531 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1530 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1529 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1528 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1527 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1526 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1525 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1524 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1518 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1514 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1513 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1579 : 608256 3649536 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1578 : 608256 3649536 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1577 : 608256 3423680 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1572 : 608256 3386182 0 0 0 0 0 0 594 
llama2.1.sm_70.ptx 1506 : 608256 3249638 0 0 0 0 0 0 594 
llama2.1.sm_70.ptx 1378 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1377 : 5202 57222 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1376 : 5202 52020 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1373 : 5202 20808 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1369 : 5202 33030 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1368 : 5202 31787 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1367 : 5202 53613 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1366 : 5202 32915 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1365 : 5202 54401 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1364 : 5202 42737 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1363 : 5202 47434 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1362 : 5202 53137 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1361 : 5202 39040 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1360 : 5202 39740 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1359 : 5202 38611 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1358 : 5202 37479 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1357 : 5202 54234 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1356 : 5202 41584 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1355 : 5202 37715 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1354 : 5202 50342 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1353 : 5202 135873 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1349 : 5202 55170 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1348 : 5202 62790 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1347 : 5202 47749 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1346 : 5202 48099 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1345 : 5202 38312 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1343 : 5202 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1342 : 5202 42836 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1341 : 5202 40111 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1340 : 5202 41682 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1339 : 5202 63415 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1338 : 5202 781438 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1337 : 5202 58878 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1336 : 5202 31212 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1335 : 5202 26010 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1333 : 608256 4287270 0 0 0 0 0 0 594 
llama2.1.sm_70.ptx 1332 : 608256 15310912 0 19008 19008 0 0 0 0 
llama2.1.sm_70.ptx 1331 : 608256 4177248 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1325 : 594 2376 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1320 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1319 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1318 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1317 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1316 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1315 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1314 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1313 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1312 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1311 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1310 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1309 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1308 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1302 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1289 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1288 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1287 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1286 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1285 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1284 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1283 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1282 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1281 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1280 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1279 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1278 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1277 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1276 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 1275 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1816 : 76032 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 707 : 24899584 261319360 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 139 : 512000 4677760 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1248 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 694 : 25802752 4515840 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1235 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 693 : 25802752 188219808 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1234 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 690 : 55218176 174984576 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1231 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 689 : 55218176 382867488 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1230 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 688 : 55218176 554970080 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1229 : 594 3564 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 687 : 55218176 578628736 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1228 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 686 : 55218176 533300576 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 683 : 55218176 562805824 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 680 : 55218176 384497824 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 678 : 55218176 4727634912 0 0 0 3451136 1725568 0 0 
llama2.1.sm_70.ptx 675 : 55218176 370671904 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 673 : 55218176 16663405248 109695744 0 0 3451136 1725568 0 0 
llama2.1.sm_70.ptx 666 : 55218176 554232320 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1770 : 28512 142560 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 661 : 55218176 4803164832 0 0 0 3451136 1725568 0 0 
llama2.1.sm_70.ptx 654 : 55218176 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 113 : 15204000 145887936 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1195 : 608256 4642240 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1761 : 28512 177984 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 652 : 55218176 508652192 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1193 : 608256 16870272 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1697 : 51840 311040 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 588 : 25802752 316488736 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1693 : 51840 1296208 0 2160 2160 0 0 0 0 
llama2.1.sm_70.ptx 584 : 25802752 305503200 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1692 : 51840 518400 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 583 : 25802752 257466208 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 553 : 61632 249440 0 0 0 3852 1926 0 0 
llama2.1.sm_70.ptx 1655 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 546 : 61632 568544 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1087 : 5202 130050 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 559 : 219136 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1644 : 608256 3133696 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 535 : 61632 1177632 0 0 0 3852 1926 0 0 
llama2.1.sm_70.ptx 1666 : 28512 199584 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 557 : 219136 2299648 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 533 : 61632 648864 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 526 : 219136 2301440 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 525 : 219136 1684544 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 671 : 55218176 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1212 : 608256 4275488 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1523 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 414 : 219136 1624384 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 670 : 55218176 374338560 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1522 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 413 : 219136 1671840 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 954 : 62424 374544 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 669 : 55218176 511560864 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1521 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 412 : 219136 1706816 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1520 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 411 : 219136 1693536 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 952 : 62424 5560471 499392 0 0 62424 7128 0 0 
llama2.1.sm_70.ptx 1519 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 410 : 219136 2294624 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 951 : 62424 561816 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1517 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 408 : 219136 0 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 949 : 62424 561816 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1516 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 407 : 219136 7199296 0 6848 6848 0 0 0 0 
llama2.1.sm_70.ptx 1512 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 403 : 214 856 0 214 214 0 0 0 0 
llama2.1.sm_70.ptx 944 : 62424 3200460 0 0 0 7128 7128 0 0 
llama2.1.sm_70.ptx 1511 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 402 : 214 22470 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 943 : 62424 561816 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1767 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 658 : 55218176 357310912 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1199 : 608256 4477856 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1510 : 594 14256 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 401 : 214 22470 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 942 : 62424 374544 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1509 : 594 5346 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 400 : 214 1926 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 941 : 62424 566187 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1765 : 28512 256608 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 656 : 55218176 16758407616 109695744 0 0 3451136 1725568 0 0 
llama2.1.sm_70.ptx 1224 : 608256 3630048 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 115 : 15204000 80429024 0 0 0 950250 475125 0 0 
llama2.1.sm_70.ptx 1197 : 608256 4605504 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1508 : 594 14364 0 594 594 0 0 0 0 
llama2.1.sm_70.ptx 399 : 214 9416 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 940 : 62424 379746 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 398 : 214 1284 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1502 : 19008 80207 0 19008 19008 0 0 0 0 
llama2.1.sm_70.ptx 393 : 214 1926 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 934 : 5202 47222 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 649 : 55218176 560117760 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1190 : 608256 4646112 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1501 : 19008 196000 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 392 : 214 5136 0 214 214 0 0 0 0 
llama2.1.sm_70.ptx 933 : 5202 49529 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 391 : 214 1926 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 932 : 5202 45441 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1499 : 608256 4112522 0 0 0 0 0 0 19008 
llama2.1.sm_70.ptx 390 : 214 5136 0 214 214 0 0 0 0 
llama2.1.sm_70.ptx 931 : 5202 56443 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 646 : 55218176 357154016 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1214 : 608256 4350080 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 105 : 15204000 154702976 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1187 : 608256 4670656 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1498 : 608256 4579200 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 389 : 214 1926 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 930 : 5202 40164 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 388 : 214 5136 0 214 214 0 0 0 0 
llama2.1.sm_70.ptx 929 : 5202 54411 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1753 : 6912 41472 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 644 : 55218176 4947414752 0 0 0 3451136 1725568 0 0 
llama2.1.sm_70.ptx 1185 : 608256 4770688 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 1496 : 1824768 27445888 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 387 : 214 1926 0 0 0 0 0 0 0 
llama2.1.sm_70.ptx 386 : 214 5136 0 214 214 0 0 0 0 
llama2.1.sm_70.ptx 1494 : 608256 4979648 0 0 0 0 0 0 0 
