kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
ResNet.2.sm_70.ptx 344 : 296418 1785542 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5431 : 4730496 28383003 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 343 : 296418 2694448 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5430 : 4730496 42574507 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 342 : 296418 2117666 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5429 : 4730496 47305068 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5428 : 4730496 42575036 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5427 : 4730496 42574527 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 339 : 296418 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5426 : 4730496 42574684 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 338 : 296418 1828932 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5425 : 4730496 28383073 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 337 : 296418 3049226 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5424 : 4730496 28383029 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 336 : 296418 3817994 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5423 : 4730496 42574714 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 335 : 296418 2974778 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5422 : 4730496 42574625 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 334 : 296418 2681190 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5421 : 4730496 28383244 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 333 : 296418 1192207 0 0 0 113284 87122 0 0 
ResNet.2.sm_70.ptx 5420 : 4730496 28383110 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 332 : 296418 2964577 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5419 : 4730496 47305020 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 331 : 296418 47488549 0 0 0 113284 87122 0 0 
ResNet.2.sm_70.ptx 5418 : 4730496 42574524 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 330 : 296418 46177873 0 0 0 113284 87122 0 0 
ResNet.2.sm_70.ptx 5417 : 4730496 42574498 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5416 : 4730496 42574509 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5415 : 4730496 28383012 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5414 : 4730496 28382976 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 326 : 296418 2570188 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5413 : 4730496 42574500 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 325 : 296418 3163024 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5412 : 4730496 42574599 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 324 : 296418 2866606 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5411 : 4730496 28383075 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 323 : 296418 2667762 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5410 : 4730496 28383048 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5409 : 4730496 42574491 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 321 : 296418 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5408 : 4730496 47305014 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 320 : 296418 1994554 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5407 : 4730496 42574842 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 319 : 296418 1895132 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5406 : 4730496 42575060 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 318 : 296418 1877930 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5405 : 4730496 42575069 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 317 : 296418 2667762 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5404 : 4730496 28383417 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5403 : 4730496 28383405 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 315 : 6242304 29778960 0 0 0 0 0 0 87122 
ResNet.2.sm_70.ptx 5402 : 4730496 42575087 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 314 : 6242304 38441312 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5401 : 4730496 42574864 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 313 : 6242304 970480192 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5400 : 4730496 28384600 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 312 : 6242304 56180736 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5399 : 4730496 42576915 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 309 : 6242304 56332800 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5396 : 2080768 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 308 : 6242304 43691360 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5395 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 305 : 6242304 37569056 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5392 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 304 : 6242304 38478400 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5391 : 1511808 3274892477 608 0 0 975360 65024 0 0 
ResNet.2.sm_70.ptx 303 : 6242304 46356672 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5390 : 1511808 66519552 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 302 : 6242304 49999264 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5389 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 301 : 6242304 70014400 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5388 : 1511808 491886515 0 0 0 715264 65024 0 0 
ResNet.2.sm_70.ptx 300 : 6242304 71036096 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5387 : 1511808 447630514 0 0 0 507365 65024 0 0 
ResNet.2.sm_70.ptx 299 : 6242304 45169088 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5386 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5385 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5384 : 1511808 15118011 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5383 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5382 : 1511808 17196724 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5381 : 1511808 15685192 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5380 : 1511808 14173246 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5379 : 1511808 14277804 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5378 : 1511808 13710968 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5377 : 1511808 18606869 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5376 : 1511808 18300596 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5375 : 1511808 16533476 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5374 : 1511808 15242858 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5373 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5372 : 1511808 15164778 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5371 : 1511808 15260335 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5369 : 1511808 15118080 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5368 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5367 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5366 : 1511808 15735064 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5365 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5364 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5363 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5362 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5361 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5360 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5359 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5358 : 1511808 15118057 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5357 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5356 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5355 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5354 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5353 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5352 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5351 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5350 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5349 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5348 : 1511808 15118080 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5347 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5346 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5345 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5344 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5343 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5342 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5341 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5340 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5339 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5338 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5337 : 1511808 15118080 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5336 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5335 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5334 : 1511808 13606272 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5333 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5332 : 1511808 9070848 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5331 : 1511808 15118080 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5326 : 1511808 14172990 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5312 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5311 : 2080768 316795392 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5310 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5304 : 2080768 14045184 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5298 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5279 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5278 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5277 : 2080768 19506944 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5276 : 2080768 13264640 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5275 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5274 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5273 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5272 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5271 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5270 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5269 : 2080768 10403840 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5268 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5267 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5266 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5265 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5264 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5262 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5261 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5260 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5259 : 2080768 10403840 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5258 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5257 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5256 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5255 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5254 : 2080768 18727168 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5253 : 2080768 10403840 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5252 : 2080768 10403840 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5251 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2241 : 276480 1658880 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2223 : 276480 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2222 : 276480 1658880 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2221 : 276480 1658880 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2220 : 276480 1760046 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2219 : 276480 2488320 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2217 : 2097152 9119758 0 0 0 0 0 0 65536 
ResNet.2.sm_70.ptx 2216 : 2097152 13350432 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2215 : 2097152 326123424 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2214 : 2097152 18874368 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2213 : 2097152 316951008 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2212 : 2097152 18921664 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2211 : 2097152 18912800 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2209 : 2097152 20974048 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2208 : 2097152 12604032 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4565 : 110592 552960 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2207 : 2097152 12599296 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4564 : 110592 663552 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2206 : 2097152 12601472 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4563 : 110592 995328 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2205 : 2097152 12596160 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4562 : 110592 663552 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2204 : 2097152 14934944 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2203 : 2097152 16724544 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2202 : 2097152 23779840 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4559 : 110592 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2201 : 2097152 23464160 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4558 : 110592 663552 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 2200 : 2097152 15357632 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4557 : 110592 1105920 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5321 : 2080768 12484896 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 234 : 1280 12800 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4948 : 557056 5651167 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5320 : 2080768 12484928 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 233 : 1280 16640 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4947 : 557056 5064443 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5319 : 2080768 12484640 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 232 : 1280 12800 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4946 : 557056 5601703 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5318 : 2080768 12484864 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 231 : 1280 11520 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4945 : 557056 5062237 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5317 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 230 : 1280 5120 0 0 0 1280 1280 0 0 
ResNet.2.sm_70.ptx 4944 : 557056 5085152 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 229 : 1280 11520 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4943 : 557056 6216315 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5315 : 2080768 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 228 : 1280 195460 32 0 0 1280 1280 0 0 
ResNet.2.sm_70.ptx 4942 : 557056 5595014 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5314 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 227 : 1280 7680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4941 : 557056 5033313 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5313 : 2080768 315235328 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 226 : 1280 7680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4940 : 557056 3869636 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 222 : 1280 11520 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4936 : 557056 5041163 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 221 : 1280 14080 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4935 : 557056 5056021 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5307 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 220 : 1280 12800 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4934 : 557056 3393897 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5305 : 2080768 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 218 : 1280 11520 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4932 : 557056 5083144 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5303 : 2080768 13264896 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 216 : 1280 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4930 : 557056 3513303 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5302 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 215 : 1280 7680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4929 : 557056 3554550 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5301 : 2080768 220820736 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 214 : 1280 7680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4928 : 557056 5578603 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5300 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 213 : 1280 7680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4927 : 557056 5160803 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5299 : 2080768 12484608 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 212 : 1280 11520 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4926 : 557056 5112773 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5297 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 210 : 1280 0 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4924 : 557056 3485659 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5296 : 2080768 18726912 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 209 : 1280 7680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4923 : 557056 3599285 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5295 : 2080768 20807680 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 208 : 1280 192000 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4922 : 557056 5177870 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5294 : 2080768 10403840 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 207 : 1280 11520 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 4921 : 557056 5144971 0 0 0 0 0 0 0 
ResNet.2.sm_70.ptx 5293 : 2080768 20807680 0 0 0 0 0 0 0 
